delta-t in [microseconds]	g_x in [mg]	g_y in [mg]	g_z in [mg]
5404	-539	-1002	631
5428	-401	-3621	2845
5312	146	-486	-28
5668	360	-737	-123
5540	247	2167	575
5576	162	1829	1288
5628	-31	557	-137
5492	-14	-2785	1319
5612	-703	-2208	1065
5484	859	21	1131
5340	1012	903	-48
5536	-461	2131	1856
5644	-55	1665	-125
5556	692	-1292	944
5588	-261	-1810	2909
5492	-130	-90	723
5660	-11	-166	-815
5512	-223	2755	1081
5644	-79	2722	645
5536	104	-627	581
5536	33	-2704	2303
5588	56	-591	-78
5608	871	-754	-85
5488	490	2201	636
5396	482	1879	1451
5456	388	995	-211
5356	-355	-2097	1016
5484	465	-2952	2108
5300	367	81	1737
5688	-1068	108	-849
5428	-321	2220	1438
5304	259	2463	238
5572	-422	-842	953
5548	-133	-2949	2882
5664	832	-1028	-104
5600	364	-851	-320
5548	626	2313	503
5572	150	1872	1180
5460	576	230	88
5280	-711	-1711	1454
5312	-447	-2177	1166
5660	1020	-6	1583
5532	388	1126	-358
5588	598	1801	1827
5460	-450	1967	-242
5428	-12	-1454	979
5548	320	-2671	2992
5472	469	-276	336
5700	621	-568	-389
5552	-463	2460	1011
5472	-193	1747	900
5240	64	153	450
5288	-105	-2292	1659
5664	-413	-1374	655
5600	1729	-402	967
5592	357	1527	-185
5584	-275	1914	1872
5480	-225	2030	-279
5600	167	-1437	902
5592	53	-3126	2515
5588	675	41	1328
5512	1506	394	-774
5592	274	2008	1322
5628	254	2624	462
5576	-115	-1410	840
5604	-269	-3440	2871
5492	380	-530	-35
5660	1200	-1109	-183
5488	-639	2271	558
5588	-526	2014	1159
5472	118	1265	118
5404	-874	-2516	1331
5484	-426	-2112	1008
5660	1051	55	1357
5576	548	1089	-19
5528	380	2163	1875
5632	786	1445	-190
5584	352	-1345	956
5592	-156	-3084	2894
5484	562	798	852
5516	-226	178	-847
5380	165	1864	1202
5448	-294	2286	767
5416	213	-567	573
5536	-330	-2572	2012
5484	-61	-911	235
5316	561	95	271
5640	-167	1410	147
5588	26	2404	1702
5580	633	1487	-246
5412	-966	-1644	843
5428	5	-2531	2443
5540	-619	433	1377
5588	125	181	-743
5536	476	1761	1480
5624	-246	1973	519
5596	9	-812	898
5420	-242	-3102	2619
5312	-463	-548	-215
5560	853	-775	59
5656	446	2051	573
5568	79	1821	1305
5584	21	768	-236
5476	-559	-2051	1138
5312	429	-1826	1186
5644	811	-561	1623
5584	588	854	-387
5536	-704	2318	1709
5472	661	1838	22
5340	74	-919	830
5480	-295	-3406	3123
5312	16	-25	103
5588	649	-604	-378
5548	622	2244	925
5572	225	2053	1016
5276	-635	1009	133
5596	-507	-2281	1193
5660	-364	-1640	783
5436	202	-611	1209
5412	423	1707	-49
5528	9	2528	1846
5528	-237	1877	-245
5604	381	-1214	906
5592	454	-3058	2996
5468	0	320	884
5412	635	-159	-702
5548	-205	1907	863
5588	-139	2555	773
5596	248	-230	588
5528	-799	-2600	2026
5484	-297	-1400	-12
5396	-720	-808	165
5544	102	1679	178
5572	-165	1840	1689
5476	-650	1876	-349
5256	-2	-1561	1030
5372	-303	-2902	2544
5492	268	-92	1116
5700	-115	-106	-753
5568	42	1717	1350
5572	460	1811	543
5572	-296	-938	940
5556	-143	-2946	2583
5484	-354	-176	-64
5684	773	-501	24
5472	-267	2416	314
5596	-530	2187	1313
5648	281	547	-187
5532	-1102	-2106	1131
5544	-427	-1976	1099
5656	714	557	1343
5580	684	1107	-212
5584	-159	1848	1777
5476	832	1319	-188
5584	546	-1332	897
5592	25	-2888	2887
5584	-614	244	657
5536	-640	-645	-770
5564	-395	2590	909
5592	994	1505	882
5576	-15	-279	768
5664	-299	-2970	2422
5492	-968	-727	-49
5508	-44	-652	35
5432	-20	2096	303
5544	-158	1967	1671
5472	447	1502	-257
5592	-686	-1901	980
5604	148	-2535	1905
5648	391	237	1628
5568	124	498	-547
5528	428	2587	1669
5632	-94	2465	-45
5496	171	-1531	1056
5644	-184	-3321	2928
5484	20	291	98
5588	168	-957	-244
5540	507	2127	835
5572	-8	1851	1029
5548	-170	-86	338
5316	-405	-2652	1605
5664	-473	-1452	663
5428	1048	-725	1045
5292	766	1639	-96
5356	544	2298	1952
5456	311	1704	-89
5356	-373	-837	852
5548	-135	-3307	3047
5668	-79	-303	266
5488	223	-834	-490
5552	150	2223	931
5568	-206	2528	914
5596	-274	285	425
5536	-205	-2707	1853
5312	-508	-1212	280
5608	623	-394	779
5528	-180	1699	-4
5672	555	1472	1792
5452	260	1391	-342
5236	-240	-2026	790
5428	170	-2809	2765
5476	-1127	684	687
5588	760	-241	-729
5544	-755	2402	955
5596	447	2196	932
5572	-262	-118	620
5552	-199	-2822	2307
5660	-391	-813	-110
5564	537	-161	124
5532	447	2095	482
5576	77	2097	1582
5572	767	1131	-52
5528	49	-1977	1007
5592	-237	-2616	1708
5660	726	-534	1819
5592	633	637	-481
5528	-321	2338	1605
5476	143	1970	71
5344	149	-617	946
5528	-301	-3581	3022
5668	-4	-939	-8
5504	-529	-958	-341
5568	277	2124	743
5572	71	2129	1100
5584	-194	-173	147
5544	-367	-2172	1481
5312	-296	-1389	500
5608	-13	-179	1163
5548	279	1433	-112
5584	-437	1728	1882
5652	165	2350	-394
5584	556	-1559	944
5420	-432	-2878	2701
5312	671	50	1052
5516	-179	-136	-576
5392	-242	2080	961
5588	185	2167	807
5572	665	-568	744
5536	-500	-2620	1957
5484	-644	-1190	180
5256	91	-720	432
5304	-8	2057	29
5600	101	1844	1900
5624	-149	1915	-329
5608	148	-1558	946
5584	53	-3249	2803
5420	-545	-66	1172
5372	-220	-166	-783
5560	-196	2726	865
5596	-548	1911	643
5588	-341	-296	577
5556	-436	-3109	2365
5484	-1	-1249	-35
5276	848	-545	126
5708	162	1915	344
5572	-375	2455	1548
5480	133	1816	-399
5584	-706	-1525	913
5608	264	-1999	2044
5468	247	-190	1656
5408	467	595	-531
5536	129	1966	1561
5628	-245	2294	371
5412	-217	-990	941
5384	-433	-3293	2729
5480	713	-1123	-36
5368	255	-516	30
5480	173	2266	391
5568	824	1927	1453
5280	-251	1716	-306
5608	-294	-1716	999
5604	924	-2716	2093
5648	741	97	1711
5512	8	364	-612
5600	-380	2065	1536
5476	468	1916	187
5572	-436	-488	853
5552	186	-3494	3089
5292	611	-236	-14
5664	712	-625	-132
5548	-308	2202	793
5592	-380	2561	1130
5476	-183	424	-27
5316	-316	-2227	1220
5660	-66	-2228	1156
5436	69	-448	1505
5356	-69	1413	-279
5552	1	2207	1635
5528	522	1860	95
5688	-635	-1144	836
5436	-468	-3093	2965
5312	-45	-354	330
5664	146	-979	-351
5548	619	1636	850
5572	-416	2292	999
5596	783	-166	351
5528	-822	-2303	1485
5484	-543	-1702	508
5436	678	-554	1007
5412	375	848	-42
5300	308	1976	1678
5632	-57	2181	-109
5552	-15	-1186	813
5544	185	-2900	2906
5648	-41	-161	636
5488	327	-230	-626
5552	524	2111	1065
5280	466	1912	978
5392	-443	563	325
5540	-231	-2075	1469
5484	-315	-1141	496
5256	371	-309	795
5356	-13	989	18
5604	95	2355	1804
5576	498	2149	-164
5592	327	-1109	916
5584	266	-3230	2972
5464	-522	-143	553
5552	471	-953	-675
5544	107	2199	940
5404	631	2534	867
5572	-17	483	514
5484	-398	-2353	1681
5664	215	-1370	317
5584	-431	-677	534
5556	686	1320	263
5568	-529	2325	1641
5480	416	1110	-275
5408	-236	-2131	997
5428	167	-2818	2647
5292	182	260	1249
5576	-31	39	-796
5608	-269	1931	1025
5652	-477	2065	702
5588	759	-1088	850
5416	325	-1929	2419
5296	-563	-627	-53
5676	294	-715	224
5536	-348	2151	206
5588	318	2036	1547
5456	-530	1504	-254
5436	-81	-1676	876
5544	-460	-2951	2415
5496	243	359	1500
5568	1284	344	-628
5584	213	2112	1333
5632	174	1931	472
5572	-257	-1209	995
5608	358	-3124	2718
5468	490	-1178	76
5708	694	-781	2
5416	21	2461	505
5348	-308	1871	1336
5652	43	1001	-300
5532	-159	-1770	1055
5492	-346	-2141	1578
5656	456	251	1603
5572	345	547	-411
5532	181	2126	1700
5628	769	1909	-29
5532	-269	-684	899
5548	221	-3061	3055
5648	326	-239	149
5528	744	-1006	-441
5604	401	2668	835
5568	-51	1959	1024
5592	-222	167	428
5540	-124	-2365	1706
5488	-278	-1312	406
5252	137	-230	699
5364	973	1519	131
5568	-373	2508	1622
5652	-663	2371	-295
5428	-692	-1094	808
5256	237	-3014	2781
5292	66	-182	497
5652	-165	-873	-457
5564	218	2153	840
5576	-494	2562	933
5588	7	271	249
5588	-448	-1991	1495
5488	-180	-1610	504
5600	535	-262	846
5536	944	1252	134
5396	-484	2379	1753
5472	681	1307	-183
5588	-205	-1334	805
5604	-603	-3260	2650
5492	48	-165	873
5296	690	-304	-878
5544	-98	2017	1049
5244	928	2132	975
5404	-205	61	417
5476	461	-2060	1518
5640	-211	-1845	596
5612	523	-768	899
5528	324	1265	138
5576	-403	1925	1750
5644	-350	1987	-415
5436	-75	-1369	834
5372	140	-2815	2695
5468	-225	161	726
5356	-291	-521	-682
5568	-200	2820	786
5588	-115	2272	770
5596	438	135	798
5516	-444	-2731	1883
5664	-261	-1485	122
5428	288	-446	522
5352	905	2034	-54
5536	62	1839	1861
5576	-124	1488	-270
5608	-129	-1232	971
5600	-155	-2645	2416
5488	-231	-162	1259
5608	-95	472	-760
5492	444	2740	1251
5280	302	1557	533
5404	-555	-247	792
5548	-206	-2534	2122
5488	-344	-1198	91
5552	-531	-708	202
5372	47	2012	37
5464	-251	1745	1748
5304	-132	1845	-204
5604	-398	-1273	876
5608	369	-2661	2726
5464	709	141	1223
5396	1417	-422	-538
5608	174	2217	1090
5452	-268	2389	668
5588	179	-883	845
5536	-393	-3216	2221
5312	37	-1086	157
5528	-669	-613	428
5380	213	1745	206
5568	34	1860	1924
5580	826	1794	-300
5588	-569	-1685	875
5428	-205	-3011	2540
5320	216	263	1210
5568	42	-363	-690
5668	81	2392	1088
5572	-545	2141	540
5592	645	-707	1031
5592	-760	-2925	2353
5484	-158	-717	-121
5568	-568	-1067	174
5604	100	1993	263
5576	-479	1906	1530
5472	342	1005	-299
5412	-924	-1766	798
5436	375	-2660	2387
5292	1040	257	1670
5628	1111	-268	-631
5604	467	2743	1182
5624	474	1747	421
5580	-383	-873	802
5544	-409	-2650	2520
5484	-172	-67	-122
5684	487	-1280	153
5584	662	2291	495
5576	-189	1528	1412
5472	258	958	-82
5652	-317	-1973	1033
5484	-2	-2376	1503
5548	1458	-182	1730
5300	132	959	-410
5528	-270	2451	1462
5296	269	2556	259
5576	107	-1032	1093
5640	-223	-3333	2772
5492	491	-1109	-32
5368	645	-848	-138
5544	-77	2099	473
5544	-491	1838	1277
5644	475	1081	-121
5592	36	-2285	1000
5584	-66	-2059	1397
5428	283	-365	1606
5420	666	971	-418
5528	-870	2326	1455
5468	59	2648	63
5296	-613	-714	847
5548	37	-3263	2893
5412	-124	-171	-179
5564	-20	-875	26
5436	-384	1843	658
5412	163	1594	1413
5460	346	563	-187
5700	-242	-1846	885
5432	-71	-2450	1571
5608	59	-146	1608
5528	239	217	-468
5360	696	2319	1555
5628	-65	2013	320
5536	-238	-875	982
5552	-264	-2972	2814
5488	389	-614	-18
5312	-3	-543	-240
5632	428	2304	604
5572	-490	2193	1292
5476	-355	691	18
5304	-238	-1751	1082
5656	-198	-2470	1722
5492	911	-527	1796
5588	224	772	-533
5532	-579	2243	1440
5300	585	1401	188
5568	499	-864	1059
5592	-606	-3107	2784
5660	112	-525	-120
5548	1322	-1178	-219
5484	58	2269	664
5696	267	1859	1186
5452	-160	234	24
5652	-336	-1937	1168
5492	-1220	-2065	855
5656	659	-1123	1482
5476	973	743	-30
5296	-20	2079	1737
5596	-74	1738	-34
5676	-54	-1102	927
5544	71	-3396	2931
5592	-364	72	174
5480	198	-473	-294
5540	81	2457	699
5700	-480	2238	896
5416	745	-87	455
5304	-152	-2069	1639
5660	-361	-1354	671
5608	94	-347	1204
5528	778	1018	-71
5528	276	1659	1708
5632	375	2137	-261
5584	-522	-985	766
5552	-246	-3029	2956
5484	192	-60	726
5300	475	-725	-582
5548	228	2801	975
5400	-537	2369	760
5588	1006	-73	356
5536	-436	-2217	1729
5484	-651	-1175	331
5608	66	-504	876
5648	1	863	158
5588	-225	1947	1786
5472	666	1637	-170
5584	-473	-1579	879
5608	333	-3075	2804
5640	-472	324	890
5540	-433	56	-844
5488	207	2602	999
5576	-283	2639	760
5588	-68	-864	800
5672	-83	-1750	2258
5428	-258	-1104	-35
5388	1190	-501	187
5592	-102	1690	258
5588	11	2087	1537
5580	353	1007	-219
5412	-409	-1220	760
5428	-974	-2548	2218
5488	-40	155	1220
5544	651	-243	-728
5540	-233	2545	1117
5300	-301	2303	602
5596	1381	-1004	722
5640	-553	-2881	2232
5492	396	-847	53
5648	1074	-1102	319
5472	464	671	385
5688	247	1833	1663
5460	-76	1573	-239
5376	-530	-1691	743
5600	-413	-2875	2411
5492	845	265	1307
5568	-276	-348	-572
5564	69	2500	1082
5580	-376	2738	525
5588	-633	-239	902
5556	413	-2756	2650
5640	152	-1075	-53
5548	319	-402	97
5472	614	2183	492
5400	-523	1820	1423
5476	1125	436	-97
5528	-17	-1926	877
5376	-291	-2543	1839
5492	856	182	1650
5396	131	158	-568
5528	-51	2118	1056
5600	674	1821	694
5568	-853	47	769
5484	-458	-3329	2368
5660	459	-437	-218
5548	784	-762	292
5532	-4	2291	361
5660	186	1875	1451
5452	76	1559	-172
5360	-560	-1307	909
5608	-231	-2399	1986
5488	125	-121	1542
5584	594	516	-701
5536	-205	2382	1345
5296	501	2385	476
5572	420	-870	943
5536	-32	-2788	2562
5252	293	-918	20
5300	269	-983	190
5536	86	1898	350
5344	517	1197	1528
5628	194	1771	-307
5592	-369	-1289	695
5428	-182	-2736	2485
5312	878	353	1304
5576	104	-891	-697
5544	-73	2655	1086
5244	170	1680	711
5396	-49	-395	528
5500	-518	-2720	1660
5660	119	-753	217
5532	-225	-535	706
